property_type,sector,society,price,area,price_per_sqft,built_up_area,carpet_area,super_built_up_area,bedRoom,bathroom,balcony,floorNum,facing,agePossession,study room,servant room,store room,pooja room,others,furnishing_type,luxury_score,area_room_ratio
flat,sohna road,breez global hill view,2.6,4986.0,5214.6,,554.1255719999999,,2,2,2,6.0,,New Property,0,0,0,0,0,1,42,2493.0
flat,sector 54,swarn jayanti cghs,1.75,2300.0,7608.7,1900.0,1800.0,2300.0,4,3,3+,3.0,North-West,Old Property,0,0,0,0,1,2,26,575.0
flat,sector 85,ss the leaf,1.3,1640.0,7926.83,,,1640.0,2,2,2,17.0,,New Property,0,0,0,0,0,1,90,820.0
flat,sector 68,m3m sierra 68,1.08,1245.0,8674.7,1130.0,930.0,1245.0,2,2,3,1.0,West,Relatively New,0,0,0,0,0,2,149,622.5
flat,sector 113,la vida by tata housing,1.45,1276.0,11363.64,,904.01,1276.0,2,2,2,6.0,South,Relatively New,0,0,0,0,0,1,80,638.0
flat,sector 82,mapsko casa bella,1.3,2038.0,6378.8,,,1960.0,4,4,3+,1.0,North,Relatively New,0,1,0,0,0,1,130,509.5
flat,sohna road,breez global hill view,0.35,625.0,5600.0,,625.0,,2,2,2,14.0,,Relatively New,0,0,0,0,0,1,98,312.5
flat,sector 92,sare crescent parc,0.5,1000.0,5000.0,,,1000.0,2,2,2,2.0,,Relatively New,0,0,0,0,1,1,72,500.0
flat,sohna road,signature global park,0.75,1081.0,6938.02,1081.0,,,2,2,0,1.0,,Undefined,0,0,0,0,0,1,58,540.5
flat,sector 111,lotus homz,0.36,405.0,8888.89,,405.0,,1,1,1,10.0,,Relatively New,0,0,0,0,0,1,44,405.0
flat,sector 104,ats triumph,2.55,1950.0,13076.92,,1950.0,3150.0,4,4,3+,21.0,East,Relatively New,0,1,0,0,0,1,150,487.5
house,sector 4,independent,5.0,4950.0,10101.01,4950.0,,,3,3,2,1.0,North-East,Old Property,0,0,0,0,0,1,22,1650.0
flat,sector 49,vatika city,2.1,2016.0,10416.67,1604.25,,2015.58,3,3,3,9.0,South,Moderately Old,0,0,0,1,0,2,132,672.0
flat,sector 81,bestech park view ananda,1.4,1810.0,7734.81,,1180.0,1810.0,3,3,3+,6.0,North-West,Relatively New,0,0,0,0,0,1,95,603.3333333333334
house,sector 47,independent,5.25,4500.0,11666.67,4650.0,4500.0,,9,9,3+,4.0,East,Relatively New,0,1,0,0,0,2,142,500.0
flat,sector 82,vatika the seven lamps,1.0,1435.0,6968.64,,,1435.0,2,2,2,14.0,,Relatively New,1,0,0,0,1,1,69,717.5
flat,sector 70a,capital residences 360,1.15,1000.0,11500.0,1400.0,1000.0,1450.0,2,2,3,4.0,East,New Property,0,0,0,1,0,1,132,500.0
flat,sector 2,ansal plaza,1.0,1000.0,10000.0,1000.0,,,2,3,0,1.0,,Undefined,0,0,0,0,0,1,0,500.0
flat,sector 83,sapphire eighty three,0.65,700.0,9285.71,700.0,,,1,1,0,6.0,,Undefined,0,0,0,0,0,1,0,700.0
flat,sector 108,experion the heartsong,2.0,2338.0,8554.32,,,2338.0,3,3,3+,14.0,East,Relatively New,0,1,0,0,0,1,95,779.3333333333334
flat,sector 85,ss the leaf,2.03,2808.0,7229.34,2225.0,2175.0,2812.0,4,4,3+,3.0,North-East,Relatively New,0,0,0,0,1,1,49,702.0
flat,sector 81,bestech park view grand spa,2.91,3185.0,9136.58,,2837.0,3185.0,4,5,2,6.0,North-East,Relatively New,0,1,0,0,0,2,101,796.25
flat,sohna road,breez global hill view,0.32,554.0,5776.17,,554.0,,2,2,2,19.0,North,Relatively New,0,0,0,0,0,2,21,277.0
house,sector 26,independent,13.5,4518.0,29880.48,4518.0,,,5,5,3+,2.0,North-East,Relatively New,1,1,0,1,1,0,49,903.6
flat,sector 33,godrej nature plus,1.5,1471.0,10197.14,,1385.0,,2,2,3+,2.0,South-East,Under Construction,0,0,0,0,0,1,87,735.5
flat,sector 108,raheja vedaanta,0.65,1365.0,4761.9,,,1365.0,2,2,2,5.0,East,Relatively New,0,0,0,1,0,2,174,682.5
house,sector 109,international city by sobha phase 2,9.5,3600.0,26388.89,3600.0,,,5,5,3+,2.0,South,Relatively New,1,1,1,1,0,1,133,720.0
flat,sector 107,signature global solera,0.27,489.0,5521.47,,489.0,,2,2,2,0.0,North-East,Relatively New,0,0,0,0,0,1,45,244.5
flat,sector 69,tulip violet,1.5,1400.0,10714.29,,1400.0,1578.0,3,3,2,8.0,North-East,Relatively New,0,0,0,1,0,2,174,466.6666666666667
flat,sector 69,tulip violet,1.9,2010.0,9452.74,,,2010.0,4,4,2,0.0,South-West,Relatively New,0,0,0,0,0,1,49,502.5
flat,sector 85,orris aster court,0.69,1322.0,5219.36,1075.0,975.0,1312.0,2,2,2,5.0,South-West,Relatively New,0,0,0,0,0,1,37,661.0
flat,sector 84,antriksh heights,0.85,1530.0,5555.56,,,1350.0,2,2,3,10.0,North-West,New Property,1,0,0,0,1,1,24,765.0
flat,sector 92,gls avenue 51,0.21,302.0,6953.64,,302.0,,1,1,1,0.0,South-East,Relatively New,0,0,0,0,0,1,63,302.0
flat,sector 48,parsvnath green ville,1.86,2430.0,7654.32,,,2430.0,3,3,3+,6.0,North,Moderately Old,0,1,0,0,0,2,94,810.0
flat,sector 28,maruti vihar,1.0,1100.0,9090.91,,,1100.0,1,1,1,1.0,North,Old Property,1,0,0,1,0,2,80,1100.0
flat,sector 81,dlf the ultima,2.12,2103.0,10080.84,1650.0,1257.0,2103.0,3,3,3+,9.0,South,Relatively New,1,1,0,1,1,0,49,701.0
flat,sector 72,tata primanti,3.85,2905.0,13253.01,,,2905.0,4,5,3+,13.0,North,Relatively New,0,1,0,0,0,2,174,726.25
flat,sector 82a,dlf the primus,3.5,2606.0,13430.54,,2606.0,,5,5,3+,14.0,North-East,Relatively New,1,0,0,0,0,0,49,521.2
house,sector 49,uppal southend,6.75,2088.0,32327.59,232.0,,,4,4,3,3.0,West,Relatively New,0,1,0,0,0,2,26,522.0
flat,sohna road,signature global park,0.53,830.0,6385.54,,822.0,,2,2,2,2.0,North-East,Relatively New,0,0,0,1,0,1,168,415.0
flat,sector 70a,paras irene,1.2,1420.0,8450.7,,,1420.0,2,2,3,6.0,North-East,Moderately Old,0,0,0,0,0,1,42,710.0
flat,sector 37d,ramprastha the edge towers,0.75,1410.0,5319.15,1410.0,,,2,2,3,19.0,,Moderately Old,0,0,0,0,0,1,63,705.0
flat,sector 107,m3m woodshire,0.75,1366.0,5490.48,,1050.0,1366.0,2,2,3+,14.0,West,Relatively New,0,0,0,1,0,1,174,683.0
flat,sector 71,chd avenue,1.2,1620.0,7407.41,,,1620.0,3,3,3,4.0,North,Relatively New,0,0,0,0,1,2,49,540.0
flat,sector 83,emaar palm gardens,1.4,1447.0,9675.19,,1447.0,1720.0,3,3,3,11.0,North,Relatively New,0,1,0,0,0,0,58,482.3333333333333
flat,sector 89,smart world gems,1.2,1423.0,8432.89,1423.0,920.0,,3,3,2,2.0,East,Undefined,0,0,0,0,0,1,45,474.3333333333333
flat,sector 70a,aipl club residences,0.95,930.0,10215.05,930.0,730.0,,2,2,1,11.0,North-East,New Property,0,0,0,0,0,2,103,465.0
flat,sector 51,housing board colony,0.3,410.0,7317.07,,410.0,510.0,1,1,2,0.0,South,Old Property,0,0,0,0,0,1,0,410.0
flat,sector 70,shree vardhman victoria,1.15,1350.0,8518.52,,,1350.0,2,2,3,8.0,South-East,Relatively New,1,0,0,0,1,1,49,675.0
house,sector 14,sector 14 rwa,6.5,3150.0,20634.92,3150.0,,,4,4,3+,2.0,,Moderately Old,0,0,0,0,0,1,0,787.5
flat,sector 88a,godrej oasis,1.15,1616.0,7116.34,,1168.0,1616.0,2,2,3,14.0,South-East,Relatively New,1,0,0,1,0,1,174,808.0
flat,sector 83,vatika gurgaon,1.25,1980.0,6313.13,,,1980.0,3,3,2,2.0,West,Relatively New,0,1,0,0,0,1,119,660.0
flat,sector 86,pyramid urban homes 2,0.5,516.0,9689.92,,515.5908099999999,,2,2,2,6.0,,Old Property,0,0,0,0,0,1,15,258.0
house,sector 2,independent,4.95,2430.0,20370.37,2430.0,,,6,5,3+,3.0,West,Relatively New,0,1,0,0,0,1,91,405.0
flat,sector 12,shri balaji apartment,0.35,867.0,4036.91,737.0,650.0,867.0,2,2,1,1.0,North,Moderately Old,0,0,0,0,0,1,23,433.5
flat,sector 60,ireo skyon,2.65,2019.0,13125.31,2037.0,2019.0,2045.0,3,4,3+,7.0,North-East,Moderately Old,0,1,0,0,0,2,152,673.0
flat,manesar,deepak minda,1.25,2651.0,4715.2,,2650.0,,3,3,3+,6.0,,Moderately Old,0,1,0,0,0,1,44,883.6666666666666
flat,sector 65,m3m heights,3.67,2040.0,17990.2,,,2040.0,3,3,2,27.0,,Under Construction,0,1,0,0,0,1,43,680.0
flat,sector 33,central park flower valley,1.79,1591.0,11250.79,,,1789.0,3,3,3,3.0,South,Old Property,0,0,0,0,0,1,71,530.3333333333334
flat,sector 113,smartworld 1dxp,2.75,2597.0,10589.14,,2597.0,,4,4,3+,20.0,East,Under Construction,1,1,0,1,0,0,57,649.25
house,sector 54,independent,3.75,1440.0,26041.67,160.0,,,4,4,3,3.0,East,Moderately Old,0,1,0,0,0,2,13,360.0
flat,sector 69,tulip violet,1.4,1580.0,8860.76,,,1578.0,3,3,2,2.0,North-East,Relatively New,0,0,0,1,0,1,102,526.6666666666666
house,sector 92,ansal heights,2.75,2808.0,9793.45,5000.0,,,4,4,3+,3.0,,Relatively New,1,0,0,1,0,1,0,702.0
flat,sector 54,la lagune,6.75,3160.0,21360.76,2455.0,2240.0,3160.0,4,6,3+,11.0,East,Moderately Old,0,1,0,0,0,2,119,790.0
flat,sector 82,vatika the seven lamps,0.86,1428.0,6022.41,,,1430.0,2,2,2,12.0,East,Relatively New,1,0,0,0,0,2,135,714.0
flat,sector 104,puri emerald bay,2.25,2150.0,10465.12,,2150.0,2450.0,3,4,3+,4.0,North,Relatively New,0,1,0,0,0,2,159,716.6666666666666
flat,sector 104,godrej summit,1.35,2692.0,5014.86,,2692.0,,4,5,3+,0.0,South-East,Relatively New,1,1,1,1,0,1,88,673.0
flat,sector 56,the lions cghs,2.0,2400.0,8333.33,,2100.0,2400.0,4,4,3,8.0,West,Relatively New,0,0,0,0,1,2,49,600.0
flat,sector 88a,godrej oasis,1.38,2066.0,6679.57,,2066.0,,3,3,3+,7.0,North,Relatively New,0,1,0,0,0,1,72,688.6666666666666
house,sector 9,independent,0.35,360.0,9722.22,360.0,,,2,2,1,2.0,South-East,Old Property,0,0,0,0,0,1,0,180.0
flat,sector 36a,avl 36 gurgaon,0.65,726.0,8953.17,,,726.0,2,2,2,7.0,,Relatively New,0,0,0,0,0,1,89,363.0
flat,sohna road,eldeco accolade,0.73,1264.0,5775.32,,730.0,1264.0,2,2,3,5.0,West,Relatively New,0,0,0,1,0,1,33,632.0
flat,sector 79,godrej,1.28,1505.0,8504.98,,,1505.0,3,3,3,7.0,North-East,Relatively New,0,0,0,0,0,1,158,501.6666666666667
house,sector 23,independent,5.5,4200.0,13095.24,4200.0,,,9,9,3+,3.0,South,Moderately Old,0,1,0,0,1,2,0,466.6666666666667
house,sector 26,dlf city plots,16.0,4235.0,37780.4,500.0,,,4,4,3,1.0,,Relatively New,1,0,1,1,0,1,7,1058.75
flat,manesar,hsiidc sidco shivalik apartments,0.48,1250.0,3840.0,,770.0,1250.0,2,2,3,7.0,South,Moderately Old,0,0,0,0,0,1,88,625.0
house,sector 70a,bptp visionnaire,4.02,5500.0,7309.09,5500.0,,,4,4,3+,3.0,North-East,Relatively New,1,1,1,1,0,1,138,1375.0
flat,sector 2,bestech park view residency,0.56,649.0,8628.66,,651.0,,1,1,2,6.0,South,Moderately Old,0,0,0,0,0,1,77,649.0
flat,sector 90,dlf new town heights,1.99,2727.0,7297.4,,2727.0,,4,4,3+,9.0,East,Relatively New,0,1,0,1,0,2,102,681.75
house,sector 109,international city by sobha phase 1,6.3,7000.0,9000.0,7000.0,4500.0,,4,5,3+,2.0,West,Relatively New,0,0,0,0,0,2,122,1750.0
flat,sector 108,experion the heartsong,0.98,734.0,13351.5,978.23,734.43,1283.0,2,3,3,4.0,East,Relatively New,1,0,0,0,0,1,135,367.0
flat,sector 104,godrej summit,1.75,2324.0,7530.12,,2324.0,,4,5,3+,1.0,,New Property,0,1,0,0,0,1,60,581.0
flat,sector 81,dlf the ultima,3.45,2792.0,12356.73,,,2792.0,4,4,3+,25.0,East,Moderately Old,0,1,0,0,0,1,67,698.0
flat,sohna road,breez global heights,0.39,950.0,4105.26,720.0,610.0,950.0,2,2,2,3.0,,Relatively New,0,0,0,0,0,1,0,475.0
flat,sector 49,vatika city,1.72,2200.0,7818.18,,2200.0,,3,3,2,2.0,North-East,Old Property,0,0,0,0,0,2,144,733.3333333333334
flat,sector 92,sare green parc phase 3,0.75,1050.0,7142.86,1298.0,1050.0,1326.0,3,2,2,3.0,East,New Property,0,0,0,0,0,1,121,350.0
flat,sohna road,gls arawali homes,0.26,576.0,4513.89,,576.0,,2,2,2,5.0,East,New Property,0,0,0,0,0,1,78,288.0
flat,sector 22,ambience creacions,1.99,1380.0,14420.29,1285.0,1280.0,1380.0,2,2,2,9.0,North-East,New Property,1,1,0,1,0,1,20,690.0
flat,sector 65,emaar mgf emerald floors,3.2,3150.0,10158.73,3150.0,1750.0,,4,3,2,1.0,,Relatively New,0,1,0,0,0,1,0,787.5
flat,sector 86,ansal heights 86,0.95,1690.0,5621.3,,1690.0,,3,2,1,6.0,,New Property,0,0,0,0,0,1,15,563.3333333333334
flat,sector 7,"new colony, gurgaon",0.8,988.0,8097.17,,990.0,,3,2,1,4.0,North-East,Relatively New,0,0,0,0,0,2,69,329.3333333333333
flat,sector 90,shree vardhman flora,0.7,1517.0,4614.37,,,1352.0,2,2,3,9.0,North-East,New Property,1,0,0,0,1,1,51,758.5
flat,sector 102,shapoorji pallonji joyville gurugram,0.97,590.0,16440.68,,589.49,915.0,2,2,2,10.0,North-East,Relatively New,0,0,0,0,0,1,151,295.0
flat,sector 91,dlf new town heights,1.75,2364.0,7402.71,,,2364.0,4,4,3+,9.0,South,Relatively New,0,1,0,1,0,1,88,591.0
flat,sector 102,shapoorji pallonji joyville gurugram,2.12,1852.0,11447.08,,1320.0,1852.0,3,3,3,9.0,South-East,New Property,0,0,0,0,0,1,109,617.3333333333334
flat,sector 113,la vida by tata housing,1.38,1150.0,12000.0,1350.0,1150.0,1573.0,2,2,3,8.0,South-West,New Property,1,0,0,0,0,1,174,575.0
flat,sector 85,orris aster court premier,1.49,2560.0,5820.31,2017.0,1890.0,2560.0,4,5,3+,10.0,East,Relatively New,0,1,0,0,0,2,84,640.0
flat,sector 110,indiabulls enigma,4.0,4061.0,9849.79,3350.0,,,4,4,3,17.0,,New Property,0,0,0,0,0,1,59,1015.25
flat,sector 74,m3m skywalk,1.4,1424.0,9831.46,,,1424.0,2,2,2,17.0,North-East,New Property,0,0,0,0,0,2,167,712.0
flat,sector 49,vatika city,1.69,1960.0,8622.45,,1960.0,,3,3,3,3.0,North,Moderately Old,0,0,0,1,0,1,136,653.3333333333334
house,sector 109,international city by sobha phase 1,5.7,5400.0,10555.56,5400.0,,,4,5,3+,3.0,East,Relatively New,1,1,1,1,0,1,160,1350.0
house,sector 24,independent,11.0,3806.0,28901.73,5000.0,,,8,11,3+,3.0,East,Old Property,1,1,0,1,1,2,39,475.75
flat,sohna road,hcbs sports ville,0.32,580.0,5517.24,,580.0,,2,2,1,7.0,,New Property,0,0,0,0,0,1,37,290.0
flat,sector 71,chd avenue,1.35,2350.0,5744.68,,,2350.0,4,4,3,8.0,North-West,Moderately Old,0,1,0,0,0,1,26,587.5
flat,sector 81,bestech park view grand spa,4.7,6926.0,6786.02,,,6926.0,4,4,3+,19.0,North,Relatively New,0,1,0,0,0,2,140,1731.5
flat,sector 85,godrej air,2.5,1812.0,13796.91,,1812.0,,4,5,3+,16.0,North-East,Under Construction,1,0,0,1,1,2,44,453.0
flat,sector 37d,ramprastha the edge towers,1.1,1990.0,5527.64,1990.0,,,3,3,3,9.0,,Undefined,0,0,0,0,0,1,63,663.3333333333334
flat,sector 61,smart world orchard,1.6,1150.0,13913.04,,1150.0,,2,2,2,3.0,,Under Construction,1,0,0,0,0,1,37,575.0
flat,sector 92,sare crescent parc,0.7,1260.0,5555.56,140.0,,,3,3,2,14.0,,Under Construction,0,0,0,0,0,1,38,420.0
flat,sector 95,signature the roselia,0.45,569.0,7908.61,,569.0,,2,2,2,2.0,East,New Property,0,0,0,0,0,2,31,284.5
flat,sector 85,ss,2.09,2812.0,7432.43,2600.0,2400.0,2812.0,4,4,3,8.0,South-East,Relatively New,1,1,0,1,0,1,49,703.0
flat,sector 77,umang winter hills,0.71,1338.0,5306.43,,810.0,1342.0,2,2,2,6.0,North-West,Relatively New,1,0,0,0,0,1,108,669.0
flat,sector 66,emaar mgf the palm drive,3.5,2125.0,16470.59,2150.0,2125.0,2200.0,3,4,3,6.0,North,Relatively New,0,1,0,0,0,1,68,708.3333333333334
flat,sector 61,smart world orchard,2.41,1630.0,14785.28,1630.0,1625.0,,3,3,3,2.0,East,New Property,0,0,0,0,0,1,61,543.3333333333334
house,sector 24,independent,4.5,1350.0,33333.33,160.0,150.0,,2,8,3+,4.0,East,Relatively New,0,1,1,0,0,2,56,675.0
flat,sector 84,antriksh heights,1.02,2095.0,4868.74,,,2095.0,4,4,3+,11.0,North,Relatively New,0,1,0,1,0,1,99,523.75
house,sector 43,ansal sushant lok plots,7.0,2700.0,25925.93,2700.0,,,5,5,3+,3.0,North-East,Relatively New,1,1,0,1,0,2,41,540.0
flat,sector 47,cghs airport apartment,1.8,3000.0,6000.0,,2700.0,3000.0,4,4,3+,4.0,North-West,Moderately Old,0,0,1,0,0,2,120,750.0
house,sector 14,independent,3.4,2250.0,15111.11,2250.0,,,3,3,3,1.0,North-West,Old Property,0,0,0,0,0,1,32,750.0
flat,sector 85,ss,2.14,2812.0,7610.24,2300.0,2000.0,2812.0,4,4,3,6.0,North,Relatively New,1,1,0,1,0,1,49,703.0
house,sector 2,independent,6.0,2430.0,24691.36,2430.0,,,5,6,3+,3.0,East,Old Property,1,0,0,1,1,2,43,486.0
flat,sector 102,emaar gurgaon greens,1.35,1650.0,8181.82,,1022.58,1650.0,3,3,3,5.0,North-West,Relatively New,0,1,0,0,0,1,119,550.0
flat,sector 3,shyam apartment,0.26,700.0,3714.29,,530.0,700.0,2,1,2,2.0,,Relatively New,0,0,0,0,0,1,0,350.0
flat,sector 69,tulip violet,1.78,2010.0,8855.72,,,2010.0,4,4,2,10.0,North-East,Relatively New,0,0,0,1,0,2,156,502.5
flat,sector 79,supertech araville,0.95,1530.0,6209.15,,,1530.0,2,2,3,7.0,North-East,New Property,1,0,0,0,0,1,49,765.0
flat,sector 81,bestech park view ananda,1.15,1660.0,6927.71,,1282.0,1660.0,3,2,3+,6.0,South,Relatively New,1,0,0,0,0,2,104,553.3333333333334
flat,sector 70,shree vardhman victoria,1.8,1950.0,9230.77,,,1950.0,3,3,3+,10.0,North-East,New Property,0,0,0,0,1,2,49,650.0
flat,manesar,dnha group housing society,0.75,1660.0,4518.07,,,1660.0,3,2,2,5.0,,Moderately Old,0,0,0,0,0,1,0,553.3333333333334
house,sector 26,independent,5.8,1800.0,32222.22,1800.0,,,5,5,3+,2.0,North,Old Property,1,1,1,1,0,1,53,360.0
flat,sector 56,shri banke bihari society,1.35,2000.0,6750.0,1800.0,1600.0,2000.0,3,3,3,5.0,East,Old Property,0,0,0,0,1,2,82,666.6666666666666
flat,sector 52,residency grand,5.0,5200.0,9615.38,5200.0,,,5,5,3+,2.0,East,Undefined,0,0,0,0,0,1,0,1040.0
flat,sector 63a,signature global city 63a,1.55,1049.0,14775.98,,1050.0,,2,2,2,2.0,,Under Construction,0,0,0,0,0,1,0,524.5
flat,sector 81,bestech park view ananda,1.35,1790.0,7541.9,,1130.0,1790.0,3,3,3+,10.0,North-East,Moderately Old,0,0,1,0,0,2,72,596.6666666666666
flat,sector 102,adani m2k oyster grande,2.5,3198.0,7817.39,2600.0,2350.0,3198.0,4,5,3+,10.0,North-East,Relatively New,0,1,0,1,0,2,174,799.5
house,sector 43,independent,5.5,1935.0,28423.77,1935.0,,,1,1,0,1.0,South-West,Old Property,0,0,0,0,1,1,12,1935.0
flat,sector 69,tulip violet,1.7,1578.0,10773.13,,,1578.0,3,3,2,0.0,South-East,Relatively New,0,0,0,1,0,1,49,526.0
house,sector 3,bhim garh kheri,1.5,1980.0,7575.76,1980.0,,,7,2,0,1.0,,Undefined,0,0,0,0,0,1,0,282.85714285714283
flat,sector 69,tulip violet,1.55,1608.0,9639.3,,,1608.0,3,3,2,2.0,East,Relatively New,0,0,0,1,0,2,86,536.0
flat,sector 104,godrej summit,0.82,832.0,9855.77,,77.31,,2,2,3,12.0,,Relatively New,1,0,0,0,0,1,120,416.0
flat,sector 10a,sanskriti apartment,1.1,1650.0,6666.67,,1650.0,,3,3,3,2.0,,Moderately Old,0,0,0,0,0,1,22,550.0
house,sector 13,ganpati heights apartment,1.25,1035.0,12077.29,115.0,,,3,6,2,3.0,South-East,Old Property,0,0,0,0,1,1,7,345.0
flat,sector 63a,birla navya,2.2,1258.0,17488.08,,770.0,1258.0,2,3,3+,4.0,,Under Construction,0,0,0,0,0,1,60,629.0
flat,sector 68,supertech hues,1.0,1180.0,8474.58,,1180.0,,2,2,3,23.0,,New Property,0,0,0,0,0,1,49,590.0
flat,sector 113,la vida by tata housing,3.0,2100.0,14285.71,2460.0,2100.0,2691.0,3,3,3+,3.0,East,Relatively New,0,1,0,0,0,1,167,700.0
house,sector 56,huda sector-56 gurgaon,3.6,1449.0,24844.72,1449.0,,,5,5,3+,3.0,North-East,Moderately Old,0,0,0,0,1,1,47,289.8
house,sector 24,u block dlf phase 3 road no 21,1.6,4860.0,3292.18,540.0,,,7,5,3+,4.0,,Old Property,0,0,0,0,0,1,0,694.2857142857143
house,sector 112,experion windchants,9.5,4050.0,23456.79,7450.0,,,5,5,3,2.0,,Relatively New,0,1,0,0,0,1,45,810.0
flat,sector 81,bestech park view ananda,1.45,1660.0,8734.94,,1082.0,1660.0,3,2,3+,3.0,,Relatively New,0,0,0,0,1,1,45,553.3333333333334
flat,sohna road,hcbs sports ville,0.29,730.0,3972.6,743.0,519.0,,2,2,1,4.0,,Undefined,0,0,0,0,0,1,0,365.0
flat,sector 11,global hill view,0.33,773.0,4269.08,761.0,,,2,2,0,11.0,,Undefined,0,0,0,0,0,1,0,386.5
flat,sector 51,housing board colony,0.3,648.0,4629.63,,72.0,,1,1,0,0.0,,Moderately Old,1,0,0,0,0,1,15,648.0
house,sector 43,landmark house,2.75,1080.0,25462.96,1080.0,,,3,3,1,2.0,South-East,Moderately Old,0,0,0,1,0,1,21,360.0
flat,sector 85,ss the leaf,2.1,2408.0,8720.93,,1685.0,2408.0,3,4,3+,6.0,North,Relatively New,0,1,0,0,0,1,156,802.6666666666666
flat,sector 102,emaar gurgaon greens,1.38,1023.0,13489.74,,1022.58,1650.0,3,3,3,6.0,North-East,Relatively New,0,1,0,0,0,2,128,341.0
flat,sector 37c,imperia elvedor,0.55,669.0,8221.23,669.0,,,1,1,0,5.0,,Undefined,0,0,0,0,0,1,0,669.0
house,sector 67,independent,3.0,2520.0,11904.76,,2520.0,,4,4,0,3.0,North-East,Undefined,0,0,0,0,0,1,0,630.0
flat,sector 92,sare homes,0.65,1417.0,4587.16,,1417.0,,3,3,2,3.0,,Relatively New,0,0,0,0,0,1,6,472.3333333333333
flat,sector 111,puri diplomatic greens,3.5,2950.0,11864.41,2700.0,2500.0,2950.0,4,5,3+,10.0,North-East,Relatively New,0,1,0,0,0,2,49,737.5
flat,sector 102,emaar gurgaon greens,1.54,1650.0,9333.33,,1022.58,1650.0,3,3,3,12.0,North-East,Relatively New,0,1,0,0,0,1,61,550.0
flat,sohna road,eldeco accolade,0.85,1264.0,6724.68,,730.0,1264.0,2,2,3,10.0,,New Property,0,0,0,0,0,1,72,632.0
house,sector 5,independent,3.5,2250.0,15555.56,2250.0,,,6,5,2,3.0,North-East,Old Property,1,1,0,1,1,0,155,375.0
flat,sector 68,m3m sierra 68,1.05,1230.0,8536.59,1200.0,1000.0,1230.0,2,2,2,11.0,North-East,New Property,0,0,0,0,0,2,127,615.0
flat,sector 65,m3m golfestate,5.5,3243.0,16959.61,2803.0,2388.0,3243.0,3,4,3,3.0,North-East,Relatively New,0,1,0,0,0,1,49,1081.0
flat,sector 107,m3m woodshire,0.9,1534.0,5867.01,,1056.0,1534.0,2,2,3,8.0,South,Relatively New,1,0,0,0,0,2,74,767.0
flat,gwal pahari,.,7.0,6364.0,10999.37,,,6000.0,4,4,3+,6.0,South-West,Relatively New,0,1,0,0,0,1,52,1591.0
flat,sector 92,bestech park view sanskruti,2.0,2400.0,8333.33,,2400.0,2475.0,4,5,3+,12.0,North,Relatively New,0,1,0,0,0,2,60,600.0
flat,sector 102,adani m2k oyster grande,4.55,4550.0,10000.0,4630.0,4550.0,4650.0,4,4,3+,11.0,North-East,Relatively New,0,0,0,0,0,2,60,1137.5
flat,sector 108,sobha city,3.95,2343.0,16858.73,2343.0,2300.0,,4,5,3,25.0,,Undefined,0,0,0,0,0,1,59,585.75
flat,sector 54,shree arihant apartment,1.55,2100.0,7380.95,2000.0,1900.0,2100.0,3,3,3+,3.0,North-East,Moderately Old,0,0,0,1,1,2,125,700.0
flat,sector 113,la vida by tata housing,1.5,1276.0,11755.49,,,1276.0,2,2,2,13.0,,New Property,0,0,0,0,0,1,60,638.0
flat,sector 69,tulip lemon,0.62,482.0,12863.07,,482.0,,2,2,1,4.0,North-East,Relatively New,0,0,0,0,0,2,108,241.0
flat,sector 85,godrej air,1.35,990.0,13636.36,,92.0,,2,2,3,19.0,,Under Construction,0,0,0,0,0,1,44,495.0
flat,sector 108,sobha city,2.6,1711.0,15195.79,,,1711.0,3,3,2,8.0,East,Relatively New,0,0,0,0,0,1,99,570.3333333333334
flat,sector 54,dlf the crest,11.0,3123.0,35222.54,,,3123.0,4,6,3,7.0,,Relatively New,0,1,0,0,0,0,125,780.75
house,sector 39,independent,0.34,450.0,7555.56,450.0,,,1,1,1,1.0,,Undefined,0,0,0,0,0,1,0,450.0
flat,manesar,denso haryana housing society,0.9,2089.0,4308.28,,2089.0,,3,3,3+,5.0,East,Moderately Old,0,1,0,0,0,1,7,696.3333333333334
house,sector 9,independent,1.65,900.0,18333.33,900.0,,,2,3,0,3.0,,Undefined,0,0,0,0,0,1,0,450.0
flat,sector 65,m3m golfestate,4.94,3043.0,16233.98,,,3043.0,3,4,3,15.0,North-East,Moderately Old,0,1,0,0,0,1,165,1014.3333333333334
flat,sector 37c,corona optus,1.44,1990.0,7236.18,,1600.0,1990.0,3,3,3+,2.0,North-West,Relatively New,1,1,0,0,1,1,49,663.3333333333334
flat,sector 77,emaar mgf palm hills,1.25,1450.0,8620.69,,1450.0,,3,4,3,1.0,West,Relatively New,0,1,0,0,0,2,104,483.3333333333333
flat,sector 81,dlf the ultima,2.7,2109.0,12802.28,,2109.0,,3,3,3,15.0,North,Relatively New,0,1,0,0,0,2,49,703.0
house,sector 3,independent,0.68,1755.0,3874.64,1755.0,,,5,3,0,1.0,,Undefined,0,0,0,0,0,1,0,351.0
house,sector 38,independent,3.5,1440.0,24305.56,,160.0,,3,3,2,1.0,East,Relatively New,0,0,0,0,0,1,0,480.0
house,sector 12,independent,0.9,675.0,13333.33,675.0,,,2,4,0,2.0,,Undefined,0,0,0,0,0,1,0,337.5
